PPN,title,creatorln,creatorfn,creatorentity,format,subject,language,extent,publisher,description,cote,handle Nakala jp2,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,group,date,type,spatial,licence
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-05,11280/3016e65f,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-06,11280/97fb41e9,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-07,11280/4f149fa0,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-08,11280/64d36916,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-09,11280/e5073c7d,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-10,11280/7bd26aa0,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-11,11280/a9cb6fdd,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-12,11280/5a5113db,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-13,11280/231206d1,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-14,11280/7c6d2323,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-15,11280/8af73477,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-16,11280/48fd7c97,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-17,11280/8c061813,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-18,11280/8d0f1e1c,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-19,11280/56f6fa5c,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-20,11280/7de86b75,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-21,11280/0bb4fda8,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-22,11280/ae42fbe8,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-23,11280/463fade6,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-24,11280/d3aa01a8,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-25,11280/997060f3,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-26,11280/d046d389,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-27,11280/7edc188f,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-28,11280/fc72bb00,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-29,11280/8186f684,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-30,11280/91524871,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-31,11280/2e6e9668,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-32,11280/3d5e53fe,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-33,11280/8245e128,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-34,11280/152a3964,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-35,11280/ce30c5c7,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-36,11280/f7e05e85,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-37,11280/57628c3a,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-38,11280/491636f6,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-39,11280/0b3ae132,10.34847/nkl.0dee98tr,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-40,11280/23038571,10.34847/nkl.dc9e9hsq,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-41,11280/3874532c,10.34847/nkl.61d7168r,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-42,11280/4c13cc0f,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-43,11280/4d574946,10.34847/nkl.a0eco326,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-44,11280/250180ee,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-45,11280/f4883ed0,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-46,11280/04f19485,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-47,11280/7f97b651,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-48,11280/61b86694,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-49,11280/4ba22547,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185882242,"Cours du Niger de Tombouctou à Boussa Mission Hourst levé expédié, exécuté en 1896 par MM. Hourst..., Baudry..., et Bluzet...",Hourst,Émile,,56 x 60 cm chacune,Niger (cours d'eau)#Niger (cours d'eau),fre,1:50000,Service hydrographique de la marine,,10-06-01-50,11280/d22a540a,,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
